i01,3849
i02,1264
i03,10490
i04,1911
i05,12881
i06,10728
i07,5026
i08,6363
i09,6682
i10,20885
i11,26203
i12,12430
i13,17865
i14,10065
i15,12486
i16,10983
i17,40535
i18,39094
i19,44587
i20,30819
i21,24703
i22,47861
i23,38870
i24,35815
i25,11859
i26,65091
i27,51828
i28,79571
i29,12475
i30,37943
